hex	_owner	_iso_region	pop_14	pop_15_64	pop_65
#B638D9	LBN	LB-NA	84500	175000	18500
#A41589	LBN	LB-JA	98500	205000	21500
#C7DC71	LBN	LB-BI	145000	295000	31500
#79317F	LBN	LB-AS	225000	465000	48500
#FFD2C8	LBN	LB-JL	265000	545000	58500
#777BD6	LBN	LB-BA	64500	135000	14500
#DFFFD6	LBR	LR-CM	24500	32500	1800
#75976D	LBR	LR-X1~	26500	36500	2100
#780EE7	LBR	LR-LO	48500	64500	3600
#116C14	LBR	LR-NI	465000	615000	34500
#4B87A8	LBR	LR-GG	28500	38500	2100
#C888DC	LBR	LR-X2~	14500	19500	1100
#BF77F2	LBR	LR-MY	42500	56500	3200
#E80A88	LBR	LR-BG	115000	155000	8600
#9D812A	LBR	LR-BM	26500	35500	1900
#169326	LBR	LR-MO	465000	615000	34500
#403CF4	LBR	LR-MG	54500	72500	4100
#200CD8	LBR	LR-GB	82500	108000	6200
#79AFF7	LBR	LR-RI	22500	29500	1600
#AD301A	LBR	LR-SI	34500	46500	2500
#4E0B3C	LBR	LR-GK	26500	35500	1900
#6B141C	LBY	LY-GD	12500	24500	1800
#63FEAA	LBY	LY-NQ	26500	52500	3800
#1FAF98	LBY	LY-KF	14500	28500	2100
#553AA3	LBY	LY-MQ	56500	115000	8400
#D36FD1	LBY	LY-BU	42500	84500	6200
#D25620	LBY	LY-AJ	48500	96500	7100
#CAD4D6	LBY	LY-WS	28500	56500	4200
#4A354E	LBY	LY-GT	18500	36500	2600
#2670F8	LBY	LY-SR	48500	96500	7100
#7B5AD3	LBY	LY-MI	165000	325000	24500
#38FB4B	LBY	LY-MB	125000	245000	18500
#AB1AE4	LBY	LY-TN	265000	525000	38500
#B1E894	LBY	LY-ZA	94500	185000	13500
#D81519	LBY	LY-QB	52500	105000	7600
#FBF073	LBY	LY-JA	86500	175000	12500
#227A34	LBY	LY-MJ	125000	245000	18500
#6F3488	LBY	LY-BA	185000	365000	26500
#F35DD8	LBY	LY-JI	84500	165000	12500
#C6E241	LBY	LY-MZ	58500	115000	8400
#FE8A64	LBY	LY-JU	115000	225000	16500
#A21C63	LBY	LY-SB	26500	52500	3800
#55862A	LBY	LY-WD	19500	38500	2800
#609DC7	LCA	LC-06	56500	92500	8400
#F7E05F	LCA	LC-02	4800	7800	720
#616DDD	LCA	LC-01	3600	5800	540
#B42427	LCA	LC-10	6200	10200	940
#8B73C5	LCA	LC-03	4200	6800	620
#A32CEF	LCA	LC-07	2400	3800	350
#6112E4	LCA	LC-11	5800	9400	860
#4B0CB5	LCA	LC-08	1450	2400	210
#FB0F4F	LCA	LC-09	2650	4200	380
#A3E20B	LCA	LC-05	4800	7800	720
#CA7010	LCA	LC-04	1850	2950	260
#E757DF	LIE	LI-09	5800	20500	3200
#B7F452	LKA	LK-53	56500	105000	9400
#820A59	LKA	LK-45	145000	265000	24500
#AC8C3A	LKA	LK-41	135000	255000	22500
#A2AB99	LKA	LK-42	125000	235000	21500
#1AD0D3	LKA	LK-43	98500	185000	16500
#189C76	LKA	LK-62	185000	345000	31500
#DE69F6	LKA	LK-12	265000	485000	44500
#17B66E	LKA	LK-11	585000	1080000	98000
#68485A	LKA	LK-13	285000	525000	48500
#311E79	LKA	LK-31	135000	255000	22500
#8C6E4A	LKA	LK-32	125000	235000	21500
#C26B2F	LKA	LK-33	86500	165000	14500
#6B24BE	LKA	LK-52	155000	295000	26500
#F6E5DA	LKA	LK-51	225000	425000	38500
#9DCC37	LKA	LK-91	125000	235000	21500
#991B97	LKA	LK-82	98500	185000	16500
#BB0CE1	LKA	LK-92	86500	165000	14500
#982380	LKA	LK-81	135000	255000	22500
#EB218B	LKA	LK-22	115000	215000	19500
#E053D7	LKA	LK-72	84500	155000	14500
#F97854	LKA	LK-61	235000	435000	39500
#A6C38D	LKA	LK-71	145000	275000	24500
#409745	LKA	LK-23	92500	175000	15500
#4C9DB7	LKA	LK-44	195000	365000	32500
#71DD0A	LKA	LK-21	345000	645000	58500
#BA9D3E	LSO	LS-J	125000	165000	12500
#761BDB	LSO	LS-B	84500	115000	8400
#9D7D69	LSO	LS-C	96500	125000	9600
#55C6EF	LSO	LS-H	72500	94500	7200
#25C6F3	LSO	LS-K	68500	88500	6800
#ABED4D	LSO	LS-D	175000	235000	17500
#FE2F1A	LSO	LS-A	145000	195000	14500
#764AF7	LSO	LS-E	54500	72500	5400
#5B93D5	LSO	LS-F	62500	82500	6200
#785444	LSO	LS-G	46500	62500	4600
#C5B51D	LTU	LT-UT	34500	118000	32500
#5D982D	LTU	LT-VL	155000	545000	145000
#DA0B45	LTU	LT-AL	32500	112000	31500
#A81F34	LTU	LT-PN	52500	185000	51500
#252621	LTU	LT-TE	28500	98500	28500
#63AB25	LTU	LT-KL	72500	245000	68500
#7C38AA	LTU	LT-SA	64500	225000	62500
#9FA2F8	LTU	LT-MR	31500	108000	29500
#2FC781	LTU	LT-TA	36500	125000	34500
#37CE99	LTU	LT-KU	58500	205000	56500
#F9AAA5	LUX	LU-D	8400	28500	6200
#A20FED	LUX	LU-G	24500	86500	18500
#87DD2E	LUX	LU-L	56500	195000	42500
#61DDAD	LVA	LV-084	7800	26500	5200
#55FF38	LVA	LV-060	6200	21500	4200
#0CCF8A	LVA	LV-005	11500	38500	7800
#76165A	LVA	LV-064	6800	23500	4600
#B4787E	LVA	LV-085	5400	18500	3600
#C05695	LVA	LV-009	6400	21500	4200
#3059A4	LVA	LV-101	14500	48500	9600
#DDA5EA	LVA	LV-007	5800	19500	3800
#6473E6	LVA	LV-108	5600	19200	3700
#2B4DFB	LVA	LV-014	6200	21500	4200
#E37EC2	LVA	LV-044	13500	46500	9200
#679077	LVA	LV-023	10500	36500	7200
#DE3DBF	LVA	LV-058	7400	25500	5100
#C0581A	LVA	LV-110	5200	17800	3500
#2C8B34	LVA	LV-065	9800	33500	6600
#BD2A9C	LVA	LV-107	8600	29500	5800
#C2EED7	LVA	LV-105	12500	42500	8400
#35E59B	LVA	LV-088	7200	24500	4800
#26B080	LVA	LV-081	6800	23500	4600
#A8E37C	LVA	LV-074	8400	28500	5600
#5DABE4	LVA	LV-100	9200	31500	6200
#EBD513	LVA	LV-010	14500	48500	9600
#1CC253	LVA	LV-016	8600	29500	5800
#77DF36	LVA	LV-098	7400	25500	5100
#8479B0	LVA	LV-JEL	9800	42500	10500
#8BF9A5	LVA	LV-083	6200	21500	4200
#4B8917	LVA	LV-004	5400	18500	3600
#AE8CA2	LVA	LV-036	11500	38500	7800
#6E2694	LVA	LV-DGV	17500	72500	18500
#C55A7E	LVA	LV-024	12500	42500	8400
#196AA7	LVA	LV-047	6800	23500	4600
#85A0FA	LVA	LV-066	8600	29500	5800
#68C1D0	LVA	LV-LPX	12500	58500	14500
#62CD3E	LVA	LV-032	7400	25500	5100
#B9A083	LVA	LV-071	5600	19200	3700
#7D6A58	LVA	LV-VEN	6800	28500	7200
#5FBB98	LVA	LV-VEN	2200	8400	1800
#D77E14	LVA	LV-027	8200	28500	5600
#4CBB23	LVA	LV-079	5400	18500	3600
#9CC27B	LVA	LV-097	6400	21500	4200
#992BCF	LVA	LV-063	7800	26500	5200
#2018E4	LVA	LV-029	6200	21500	4200
#D73361	LVA	LV-JUR	8600	36500	9200
#FF4297	LVA	LV-RIX	105000	515000	125000
#7F3DF8	LVA	LV-020	8400	28500	5600
#9CDBA9	LVA	LV-089	7400	25500	5100
#1CA933	LVA	LV-054	8600	29500	5800
#2E714D	LVA	LV-094	9800	33500	6600
#DB1BF0	LVA	LV-015	10500	36500	7200
#F761D8	LVA	LV-096	6800	23500	4600
#B1E3E7	LVA	LV-017	5200	17800	3500
#E0D6E2	LVA	LV-019	7400	25500	5100
#E215C7	LVA	LV-045	9200	31500	6200
#E1D6AB	LVA	LV-REZ	6200	26500	5800
#AEDD69	LVA	LV-104	8600	29500	5800
#16E0AC	LVA	LV-076	5400	18500	3600
#F6706A	LVA	LV-075	6800	23500	4600
#98F43B	LVA	LV-070	7200	24500	4800
#B7F481	LVA	LV-048	9800	33500	6600
#6FC276	LVA	LV-033	11500	38500	7800
#BD2ECC	LVA	LV-082	6200	21500	4200
#4AEB9A	LVA	LV-039	7400	25500	5100
#EE75D2	LVA	LV-001	12500	42500	8400
#251B17	LVA	LV-078	5600	19200	3700
#369177	LVA	LV-109	6400	21500	4200
#2AC10E	LVA	LV-012	7800	26500	5200
#4690EE	LVA	LV-031	8200	28500	5600
#7F0A2E	LVA	LV-052	5400	18500	3600
#85F7D2	LVA	LV-062	6800	23500	4600
#98545F	LVA	LV-068	9200	31500	6200
#6128C1	LVA	LV-087	10500	36500	7200
#81F899	LVA	LV-095	8600	29500	5800
#66EE1B	LVA	LV-090	7400	25500	5100
#78F837	LVA	LV-061	5800	19500	3800
#29EB10	LVA	LV-091	6200	21500	4200
#E71722	LVA	LV-059	9800	33500	6600
#8E6BE7	LVA	LV-057	7200	24500	4800
#EDA145	LVA	LV-102	8400	28500	5600
#735F91	LVA	LV-008	11500	38500	7800
#189388	LVA	LV-030	6800	23500	4600
#A1B190	LVA	LV-021	5400	18500	3600
#2E8ED7	LVA	LV-067	6400	21500	4200
#600B47	LVA	LV-080	7800	26500	5200
#2AF8F5	LVA	LV-035	8200	28500	5600
#F7D5BB	LVA	LV-013	5600	19200	3700
#27D2BF	LVA	LV-051	9200	31500	6200
#F58564	LVA	LV-034	10500	36500	7200
#FF1058	LVA	LV-072	8600	29500	5800
#0DD998	LVA	LV-046	7400	25500	5100
#32232D	LVA	LV-002	5800	19500	3800
#EF2539	LVA	LV-092	6200	21500	4200
#17EBF2	LVA	LV-053	9800	33500	6600
#E4C9A6	LVA	LV-038	7200	24500	4800
#46F44D	LVA	LV-073	8400	28500	5600
#6B61A0	LVA	LV-056	11500	38500	7800
#509750	LVA	LV-103	6800	23500	4600
#1939D6	LVA	LV-JKB	4600	19500	4800
#819B5B	LVA	LV-049	5400	18500	3600
#CABDA3	LVA	LV-086	6400	21500	4200
#7C83F3	LVA	LV-003	7800	26500	5200
#D27EE7	LVA	LV-050	8200	28500	5600
#C2E80F	LVA	LV-006	5600	19200	3700
#4A134B	LVA	LV-093	9200	31500	6200
#839F53	LVA	LV-043	10500	36500	7200
#18CEA8	LVA	LV-099	8600	29500	5800
#F3BA28	LVA	LV-026	7400	25500	5100
#3C98C1	LVA	LV-040	5800	19500	3800
#A79733	LVA	LV-018	6200	21500	4200
#1CBE30	LVA	LV-069	9800	33500	6600
#2B266A	LVA	LV-JEL	5600	19500	5100
#FA140D	LVA	LV-DGV	6200	23500	6800
#5128A9	LVA	LV-REZ	7400	25500	6800
#E1CBEC	LVA	LV-028	5600	18500	4200
#6E9270	LVA	LV-037	4200	14500	3400
#408AE6	LVA	LV-011	6800	22500	5200
#FEE426	LVA	LV-VMR	4800	18500	4600
#418B2B	LVA	LV-022	5200	17500	4100
#708B6E	LVA	LV-055	4600	15500	3600
#CCCEBA	LVA	LV-JKB	5400	18500	4200
#BFCF2B	MAC	MO-M	92500	285000	32500
#A74B92	MAF	MF-X00~	7400	18500	2100
#C8775F	MAR	MA-14	465000	825000	68000
#823748	MAR	MA-15	745000	1350000	115000
#939B83	MAR	MA-16	115000	215000	18500
#D4E32F	MAR	MA-01	545000	965000	82000
#BCFCC3	MAR	MA-04	585000	1050000	92000
#9981C9	MAR	MA-06	925000	1650000	145000
#7BD25F	MAR	MA-13	525000	945000	81000
#7E57AD	MAR	MA-03	485000	865000	74000
#D03520	MAR	MA-02	465000	825000	68000
#637E26	MAR	MA-07	1050000	1850000	165000
#409CA9	MAR	MA-09	1250000	2250000	195000
#F9E3CD	MAR	MA-08	1450000	2550000	225000
#8DD330	MAR	MA-10	425000	765000	64000
#44F37F	MAR	MA-11	865000	1550000	135000
#0CD0CA	MAR	MA-05	325000	585000	48000
#2E5B8A	MAR	MA-12	645000	1150000	98000
#AB842B	MCO	MC-X01~	4200	21500	6800
#3B5BC7	MDA	MD-BR	18500	54500	8600
#67456A	MDA	MD-ED	17500	52500	8400
#D0F5DA	MDA	MD-RI	19500	58500	9200
#881553	MDA	MD-GL	14500	42500	6800
#CECDB9	MDA	MD-FA	21500	64500	10500
#B76DAE	MDA	MD-UN	26500	78500	12500
#4843DD	MDA	MD-NI	15500	46500	7400
#D15928	MDA	MD-HI	22500	66500	10500
#E81099	MDA	MD-LE	12500	36500	5800
#2E0EA8	MDA	MD-CT	16500	48500	7800
#7E5A74	MDA	MD-CA	18500	54500	8600
#1DE4E2	MDA	MD-OC	14500	42500	6800
#4D39B0	MDA	MD-DO	19500	58500	9200
#3FEAF9	MDA	MD-SO	24500	72500	11500
#1EEFA2	MDA	MD-CAM	28500	84500	13500
#824BC6	MDA	MD-RE	17500	52500	8400
#F38BF4	MDA	MD-SN	12500	36500	5800
#7A8179	MDA	MD-GRI	21500	64500	10500
#5FE277	MDA	MD-BD	56500	165000	26500
#2BC975	MDA	MD-SV	18500	54500	8600
#A821F2	MDA	MD-CS	16500	48500	7800
#28A20E	MDA	MD-CM	15500	46500	7400
#E995DC	MDA	MD-BS	14500	42500	6800
#6BCB2A	MDA	MD-TA	19500	58500	9200
#773B3A	MDA	MD-GA	36500	108000	17500
#CC9CBD	MDA	MD-CR	17500	52500	8400
#8A7B49	MDA	MD-ST	22500	66500	10500
#0BF7F6	MDA	MD-AN	18500	54500	8600
#D748EF	MDA	MD-OR	26500	78500	12500
#6FFF0D	MDA	MD-SN	125000	365000	58000
#E0667E	MDA	MD-CU	21500	64500	10500
#7A90E7	MDA	MD-TE	16500	48500	7800
#8AC816	MDA	MD-SD	19500	58500	9200
#CC767B	MDA	MD-FL	14500	42500	6800
#536EF0	MDA	MD-RE	17500	52500	8400
#543A6C	MDA	MD-IA	15500	46500	7400
#66D1B5	MDA	MD-CL	18500	54500	8600
#AD16A4	MDA	MD-DR	19500	58500	9200
#DEC713	MDA	MD-SI	22500	66500	10500
#5E7834	MDA	MD-BA	28500	84500	13500
#E44511	MDG	MG-M	785000	925000	68000
#FB178D	MDG	MG-M	36500	42500	3100
#879973	MDG	MG-D	965000	1150000	84000
#741C27	MDG	MG-D	42500	51500	3800
#19A0CD	MDG	MG-A	2150000	2450000	185000
#6D2440	MDG	MG-A	86500	98500	7400
#60EF47	MDG	MG-F	1150000	1350000	98000
#6D0A34	MDG	MG-F	52500	62500	4600
#31A6EB	MDG	MG-U	565000	665000	48000
#4030C8	MDG	MG-U	24500	28500	2100
#3D7B9F	MDG	MG-U	18500	21500	1600
#190DCC	MDG	MG-U	12500	14500	1100
#5487D5	MDG	MG-M	28500	34500	2400
#9C4CB9	MDG	MG-T	645000	765000	56000
#1656F1	MDG	MG-M	24500	28500	2100
#27F627	MDG	MG-T	32500	38500	2800
#AB9635	MDG	MG-T	26500	31500	2200
#A0EF9E	MDG	MG-F	46500	54500	3800
#473F44	MDG	MG-A	92500	108000	7800
#DA206C	MDG	MG-F	38500	46500	3400
#49F4D9	MDG	MG-F	24500	28500	2100
#373F9B	MDG	MG-T	21500	25500	1800
#342CFE	MDV	MV-01	10500	18500	1400
#F4A69C	MDV	MV-29	3600	6400	480
#C9B80B	MDV	MV-28	4200	7400	560
#BA9B61	MDV	MV-27	2400	4200	320
#7B5AFD	MDV	MV-00	28500	48500	3600
#667C9A	MDV	MV-26	14500	24500	1800
#37E634	MDV	MV-02	8400	14500	1100
#BE3233	MDV	MV-20	4600	8200	620
#0B62C8	MDV	MV-03	6200	10800	840
#EA3FE6	MDV	MV-13	3800	6800	520
#C9B55E	MDV	MV-24	2600	4600	350
#9CD5D8	MDV	MV-05	5400	9600	720
#F75C9F	MDV	MV-08	4800	8500	640
#37F3DE	MDV	MV-17	3200	5600	420
#43FC51	MDV	MV-12	2400	4200	320
#AF2D55	MDV	MV-14	2100	3800	280
#879FFD	MDV	MV-04	7600	13500	980
#816548	MDV	MV-12	2400	4200	320
#C1969D	MDV	MV-25	1800	3200	240
#6793BD	MDV	MV-23	1600	2800	210
#C0B73E	MDV	MV-07	5800	10200	780
#9BE9E3	MEX	MX-SON	685000	1450000	94000
#E77B89	MEX	MX-BCN	765000	1650000	92000
#11FDD7	MEX	MX-CHH	945000	1950000	135000
#DD0AA1	MEX	MX-COA	725000	1450000	115000
#8E551F	MEX	MX-TAM	885000	1750000	145000
#0C67B0	MEX	MX-NLE	1150000	2450000	165000
#EA81DB	MEX	MX-ROO	325000	645000	24000
#2BED79	MEX	MX-CAM	225000	425000	28000
#3F9DAB	MEX	MX-TAB	685000	1150000	84000
#27ECB3	MEX	MX-CHP	1550000	2250000	135000
#C0C183	MEX	MX-COL	165000	345000	32000
#C73340	MEX	MX-NAY	315000	565000	48000
#F8E976	MEX	MX-BCS	135000	285000	16500
#D2F0C1	MEX	MX-SIN	825000	1550000	135000
#8A9FF0	MEX	MX-YUC	545000	1050000	105000
#E46433	MEX	MX-VER	2250000	4250000	415000
#AF91A6	MEX	MX-JAL	2150000	4150000	385000
#A2CD88	MEX	MX-MIC	1450000	2350000	245000
#7ACF6A	MEX	MX-GRO	1150000	1850000	185000
#D3DAF9	MEX	MX-OAX	1250000	1950000	215000
#6DFE9F	MEX	MX-X01~	185	420	45
#104F4A	MEX	MX-MEX	4250000	8650000	485000
#EA6A73	MEX	MX-PUE	1850000	3150000	285000
#C4BE70	MEX	MX-MOR	485000	965000	82000
#D140EC	MEX	MX-QUE	465000	925000	68000
#60682B	MEX	MX-HID	745000	1350000	125000
#CB7FE3	MEX	MX-GUA	1650000	2850000	245000
#44F866	MEX	MX-SLP	785000	1350000	145000
#AA1B5A	MEX	MX-ZAC	485000	785000	86000
#F15EAC	MEX	MX-AGU	325000	585000	36000
#EC9321	MEX	MX-DUR	485000	865000	74000
#4A2381	MEX	MX-TLA	325000	615000	42000
#475E9A	MEX	MX-DIF	2150000	5850000	685000
#52F249	MHL	MH-L	7200	12500	850
#B6CA28	MHL	MH-T	14500	26500	1400
#D9637D	MKD	MK-72	3450	8200	1150
#EDC38B	MKD	MK-78	4800	11500	1650
#536FAA	MKD	MK-21	6200	14500	2100
#D72A20	MKD	MK-50	5400	12500	1800
#40224D	MKD	MK-19	3800	9200	1350
#2712A4	MKD	MK-12	2650	6400	950
#E26E2B	MKD	MK-58	2450	5800	850
#252D30	MKD	MK-22	8200	19500	2850
#DB2B48	MKD	MK-66	4150	9800	1450
#D81525	MKD	MK-56	2850	6800	1050
#1160D7	MKD	MK-26	5600	13500	1950
#E448A4	MKD	MK-10	3250	7600	1100
#630F2B	MKD	MK-73	4650	11200	1600
#6A4570	MKD	MK-05	6450	15500	2250
#71D61A	MKD	MK-18	2450	5800	850
#1322BB	MKD	MK-36	3850	9200	1350
#8B2439	MKD	MK-55	5200	12500	1850
#98AE51	MKD	MK-62	4650	11200	1650
#E59116	MKD	MK-04	28500	68500	9800
#2C430C	MKD	MK-48	3450	8200	1150
#84C28F	MKD	MK-82	4250	10200	1450
#66AC5D	MKD	MK-29	3650	8600	1250
#C29558	MKD	MK-68	5850	14000	2100
#17917E	MKD	MK-35	16500	38500	5600
#410EB1	MKD	MK-75	4850	11500	1700
#C387B6	MKD	MK-76	18500	44500	6400
#EBDFA0	MKD	MK-06	7200	17500	2550
#425A4A	MKD	MK-16	3150	7500	1100
#ADC97A	MKD	MK-44	6400	15500	2250
#5A6A14	MKD	MK-65	11500	28500	4200
#CC4646	MKD	MK-71	14500	34500	5100
#79BC0C	MKD	MK-47	42500	102000	14500
#BA8855	MKD	MK-23	12500	29500	4400
#497BAD	MKD	MK-51	5400	12800	1850
#93EF7E	MKD	MK-03	10500	25500	3800
#E43FA7	MKD	MK-60	7400	17800	2600
#30CBBE	MKD	MK-30	3850	9200	1350
#5F554D	MKD	MK-08	3250	7800	1150
#9423EA	MKD	MK-52	2650	6400	950
#9470C0	MKD	MK-57	2850	6800	1050
#2A3149	MKD	MK-70	2450	5800	850
#5B3A40	MKD	MK-38	3650	8600	1250
#B0FA13	MKD	MK-84	2450	5800	850
#11A095	MKD	MK-09	14500	34500	5100
#6CE95D	MKD	MK-79	5200	12500	1850
#BD57AA	MKD	MK-77	95000	285000	42000
#1636A2	MKD	MK-31	18500	44500	6500
#915226	MKD	MK-27	6400	15500	2250
#4859F9	MKD	MK-45	4250	10200	1450
#201DE0	MKD	MK-53	5600	13500	1950
#69BC76	MKD	MK-80	3250	7800	1150
#96C2C5	MKD	MK-67	26500	64000	9400
#6937FE	MKD	MK-54	5850	14000	2100
#D3454B	MKD	MK-28	3450	8200	1150
#AF42E9	MKD	MK-17	2450	5800	850
#C62DAA	MKD	MK-46	3850	9200	1350
#A57798	MKD	MK-25	22500	54500	7800
#D4E085	MKD	MK-01	10500	25500	3800
#71E7E3	MKD	MK-74	18500	44500	6500
#F96BDE	MKD	MK-39	3250	7800	1150
#4D2895	MKD	MK-63	2850	6800	1050
#AD9CDF	MKD	MK-81	5600	13500	1950
#E2EFAF	MKD	MK-02	4650	11200	1650
#8F18C9	MKD	MK-32	6450	15500	2250
#FC616F	MKD	MK-40	2650	6400	950
#D377DE	MKD	MK-61	2850	6800	1050
#CACDE7	MKD	MK-15	3650	8600	1250
#18B3F7	MKD	MK-85	9500	22500	3200
#DF3985	MKD	MK-49	7200	17500	2550
#224CD1	MKD	MK-69	3450	8200	1150
#5467DE	MKD	MK-20	4800	11500	1650
#4AAED4	MKD	MK-43	6200	14800	2150
#3EC63A	MKD	MK-34	5400	12800	1850
#CBF86F	MKD	MK-37	3800	9200	1350
#F82AA4	MKD	MK-83	16500	39500	5800
#6FD84D	MKD	MK-42	2650	6400	950
#D3BEED	MKD	MK-33	2450	5800	850
#FB9DB6	MKD	MK-13	8200	19500	2850
#6F9922	MKD	MK-24	4150	9800	1450
#C8441C	MKD	MK-14	2850	6800	1050
#C96A33	MKD	MK-07	5600	13500	1950
#126C63	MKD	MK-64	3250	7800	1150
#C70F27	MKD	MK-11	11500	28500	4200
#B44D95	MKD	MK-41	4650	11200	1600
#86B252	MLI	ML-1	645000	725000	42000
#7914CD	MLI	ML-6	685000	765000	44000
#348BE4	MLI	ML-7	105000	115000	6500
#559D5C	MLI	ML-5	625000	695000	41000
#EF2F27	MLI	ML-4	745000	825000	48000
#DE9BA2	MLI	ML-3	665000	745000	43000
#6AB1CE	MLI	ML-2	585000	655000	38000
#12CCF5	MLI	ML-8	36500	41500	2400
#2EE9B3	MLI	ML-BKO	465000	685000	32000
#477144	MLT	MT-21	950	2850	540
#622E45	MLT	MT-60	320	980	180
#5D6DFF	MLT	MT-56	640	1950	380
#70930E	MLT	MT-48	2400	7200	1400
#44EFBB	MLT	MT-40	920	2750	520
#5C8AF9	MLT	MT-38	380	1150	220
#E3F2C1	MLT	MT-51	1050	3150	620
#A5EEFD	MLT	MT-30	840	2550	480
#F24BB3	MLT	MT-31	960	2850	540
#1948E9	MLT	MT-46	2200	6600	1250
#5B7435	MLT	MT-07	1850	5600	1050
#8347BC	MLT	MT-55	1250	3850	740
#C2D9EB	MLT	MT-44	860	2600	490
#D4CBC4	MLT	MT-68	1450	4450	840
#FF5D3A	MLT	MT-05	1350	4150	780
#23B13E	MLT	MT-28	520	1550	290
#EC0C16	MLT	MT-27	460	1400	260
#EBFE61	MLT	MT-64	880	2650	510
#7219BB	MLT	MT-63	1650	4950	940
#D6E35E	MLT	MT-50	1150	3450	650
#8ECC86	MLT	MT-22	420	1250	240
#0ABA97	MLT	MT-36	340	1050	190
#793A9D	MLT	MT-52	780	2350	450
#CD13FF	MLT	MT-13	950	2850	540
#3EA97E	MLT	MT-42	1450	4350	820
#6B8959	MLT	MT-37	860	2600	490
#61E47C	MLT	MT-61	1250	3750	710
#48F2F5	MLT	MT-65	1050	3150	590
#752A33	MLT	MT-16	640	1950	360
#0EF6E1	MLT	MT-14	480	1450	280
#8B7A68	MLT	MT-45	1850	5600	1050
#D16262	MLT	MT-10	1350	4150	780
#F2C0B1	MLT	MT-62	1150	3450	650
#86DAE5	MLT	MT-32	2100	6400	1200
#516DB8	MLT	MT-24	820	2450	460
#C9BE7F	MLT	MT-01	1450	4350	820
#B06B27	MLT	MT-35	1650	4950	940
#AE762B	MLT	MT-29	740	2250	420
#8C8D33	MLT	MT-66	980	2950	560
#A0BB85	MLT	MT-43	640	1950	360
#959619	MLT	MT-57	1250	3750	710
#9FE38E	MLT	MT-15	3250	9850	1850
#43F40F	MLT	MT-49	2450	7450	1400
#C42C53	MLT	MT-19	680	2050	390
#F44F32	MLT	MT-04	3450	10500	1950
#D57D8C	MLT	MT-02	740	2250	420
#D4493E	MLT	MT-54	1150	3450	650
#4C1E98	MLT	MT-18	1650	4950	940
#4DF163	MLT	MT-26	920	2750	520
#5E138A	MLT	MT-25	3250	9850	1850
#1FA2F7	MLT	MT-33	860	2600	490
#6F1F7C	MLT	MT-23	740	2250	420
#A80CDB	MLT	MT-47	1850	5600	1050
#5AF749	MLT	MT-17	1250	3750	710
#F03F2A	MLT	MT-67	1950	5850	1100
#5C0FFB	MLT	MT-08	1150	3450	650
#5F2927	MLT	MT-59	1450	4350	820
#E5648F	MLT	MT-53	1050	3150	590
#7727A4	MLT	MT-11	920	2750	520
#D195F5	MLT	MT-39	2250	6850	1300
#B9A53B	MLT	MT-12	2450	7450	1400
#9FFF78	MLT	MT-09	1450	4450	840
#DCD9ED	MLT	MT-58	820	2450	460
#826762	MLT	MT-20	740	2250	420
#914926	MLT	MT-06	3250	9850	1850
#F8B68C	MLT	MT-41	1650	4950	940
#726262	MLT	MT-34	860	2600	490
#BE276C	MLT	MT-03	1050	3150	590
#559F54	MMR	MM-16	1650000	2850000	225000
#16EF97	MMR	MM-14	1850000	3150000	245000
#F4B04A	MMR	MM-11	58000	94000	6500
#DFB9AB	MMR	MM-01	1450000	2450000	185000
#6AC4C8	MMR	MM-17	1250000	2150000	165000
#B9A2ED	MMR	MM-12	165000	285000	18500
#137A4F	MMR	MM-13	2450000	4250000	325000
#F9CDEA	MMR	MM-15	1050000	1850000	145000
#1372B7	MMR	MM-05	985000	1650000	125000
#BAED1E	MMR	MM-07	1450000	2450000	185000
#1E181B	MMR	MM-06	1950000	3350000	265000
#1DA210	MMR	MM-02	285000	485000	36000
#26CED7	MMR	MM-03	1050000	1750000	135000
#E1711E	MMR	MM-04	325000	565000	42000
#DC73A3	MNE	ME-08	5600	11500	2400
#8829DD	MNE	ME-17	5800	11800	2450
#CDF330	MNE	ME-03	18500	38500	7200
#E0A498	MNE	ME-13	14500	29500	5600
#7B3B42	MNE	ME-14	4600	9400	1800
#F7F059	MNE	ME-04	6200	12500	2600
#2AA2DD	MNE	ME-21	4800	9800	1900
#4B2B3E	MNE	ME-15	8400	17500	3400
#36566B	MNE	ME-12	7200	14500	2800
#EE9D3E	MNE	ME-10	3250	6500	1300
#FFF72D	MNE	ME-01	3800	7800	1600
#69EA90	MNE	ME-16	32500	72500	11500
#E7B953	MNE	ME-02	6400	13500	2700
#2C2F6F	MNE	ME-20	4200	8600	1700
#0DC43B	MNE	ME-05	5400	11200	2200
#7DD77E	MNE	ME-19	34500	78500	12500
#D7D115	MNE	ME-11	6800	14000	2800
#780C22	MNE	ME-06	2650	5400	1100
#6356D6	MNE	ME-18	1850	3800	750
#4DC722	MNE	ME-09	2450	5200	980
#DB8D44	MNE	ME-07	8600	17800	3600
#493616	MNG	MN-061	31500	58500	3800
#73CD72	MNG	MN-071	24500	46500	2900
#193D18	MNG	MN-043	28500	52500	3400
#7F9A72	MNG	MN-051	16500	31500	2100
#6E3782	MNG	MN-063	14500	26500	1800
#FAF23F	MNG	MN-065	15500	28500	1900
#9AF3A0	MNG	MN-069	22500	41500	2800
#639D0E	MNG	MN-053	13500	24500	1600
#3AB210	MNG	MN-041	26500	48500	3200
#177F63	MNG	MN-067	19500	36500	2400
